ccd,Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,tot_amount,Sales Method
P009,West Gear,2023-08-23 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,27,112,3024,Online
K007,West Gear,2023-08-24 00:00:00,West,California,San Francisco,Men's Apparel,59,152,8968,Online
P008,Sports Direct,2023-08-24 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,39,66,2574,Outlet
H001,Foot Locker,2023-08-24 00:00:00,Northeast,Maryland,Baltimore,Women's Apparel,40,325,13000,In-store
V004,Foot Locker,2023-08-24 00:00:00,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,14000,In-store
A004,Sports Direct,2023-08-25 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,52,206,10712,Online
M001,Walmart,2023-08-26 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,40,400,16000,Online
A001,Walmart,2023-08-26 00:00:00,Southeast,Florida,Orlando,Men's Apparel,54,94,5076,Outlet
S007,Foot Locker,2023-08-26 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,26,112,2912,Outlet
P013,Sports Direct,2023-08-26 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,176,8096,Online
A012,Sports Direct,2023-08-26 00:00:00,South,Mississippi,Jackson,Women's Apparel,25,450,11250,Online
P007,West Gear,2023-08-26 00:00:00,Northeast,New York,Albany,Women's Apparel,69,181,12489,Online
A008,Foot Locker,2023-08-27 00:00:00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,125,5000,In-store
B001,Kohl's,2023-08-27 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,350,19250,Online
M006,Amazon,2023-08-27 00:00:00,Northeast,Vermont,Burlington,Women's Street Footwear,50,350,17500,In-store
K006,Walmart,2023-08-28 00:00:00,South,Mississippi,Jackson,Women's Athletic Footwear,50,475,23750,Online
K005,West Gear,2023-08-28 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,15,475,7125,In-store
K004,Amazon,2023-08-29 00:00:00,West,Alaska,Anchorage,Women's Apparel,64,84,5376,Online
M008,Kohl's,2023-08-29 00:00:00,West,Wyoming,Cheyenne,Women's Apparel,55,700,38500,In-store
J001,West Gear,2023-08-30 00:00:00,West,Oregon,Portland,Women's Athletic Footwear,80,525,42000,In-store
K007,Foot Locker,2023-08-31 00:00:00,Northeast,Maryland,Baltimore,Women's Apparel,53,84,4452,Online
N007,Sports Direct,2023-08-31 00:00:00,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,44,182,8008,Online
N001,West Gear,2023-09-01 00:00:00,West,California,San Francisco,Women's Apparel,72,219,15768,Online
S001,West Gear,2023-09-02 00:00:00,Midwest,Indiana,Indianapolis,Women's Apparel,36,68,2448,Online
N011,Foot Locker,2023-09-02 00:00:00,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,875,In-store
N010,Foot Locker,2023-09-03 00:00:00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,445,22250,In-store
A007,Kohl's,2023-09-03 00:00:00,Northeast,New Jersey,Newark,Men's Apparel,45,175,7875,In-store
N012,Sports Direct,2023-09-03 00:00:00,South,Tennessee,Knoxville,Women's Street Footwear,50,174,8700,Online
M008,Foot Locker,2023-09-04 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,45,575,25875,Online
N008,West Gear,2023-09-04 00:00:00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45,175,7875,In-store
M011,Foot Locker,2023-09-05 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,71,218,15478,Online
N003,Sports Direct,2023-09-05 00:00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,49,128,6272,Online
N005,Walmart,2023-09-05 00:00:00,South,Texas,Houston,Men's Apparel,42,169,7098,Online
A003,West Gear,2023-09-07 00:00:00,West,California,San Francisco,Women's Apparel,49,233,11417,Online
S007,West Gear,2023-09-07 00:00:00,West,Idaho,Boise,Men's Street Footwear,50,775,38750,Online
M008,West Gear,2023-09-07 00:00:00,Northeast,New York,Albany,Women's Street Footwear,46,137,6302,Online
K001,Foot Locker,2023-09-08 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,55,450,24750,Online
D001,West Gear,2023-09-08 00:00:00,West,Colorado,Denver,Men's Street Footwear,60,725,43500,In-store
K004,Sports Direct,2023-09-08 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,32,83,2656,Outlet
B001,Walmart,2023-09-08 00:00:00,South,Texas,Houston,Women's Street Footwear,39,297,11583,Online
A009,West Gear,2023-09-10 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,18,176,3168,Outlet
P007,Kohl's,2023-09-10 00:00:00,Midwest,Montana,Billings,Men's Street Footwear,45,675,30375,Outlet
M008,Sports Direct,2023-09-10 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,36,68,2448,Outlet
N008,Kohl's,2023-09-11 00:00:00,West,California,Los Angeles,Women's Apparel,49,210,10290,Outlet
S001,Sports Direct,2023-09-11 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,30,200,6000,In-store
C001,Amazon,2023-09-11 00:00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,40,140,5600,Outlet
M003,Sports Direct,2023-09-11 00:00:00,South,Tennessee,Knoxville,Women's Street Footwear,27,163,4401,Outlet
K001,West Gear,2023-09-11 00:00:00,West,Washington,Seattle,Women's Apparel,50,500,25000,In-store
A002,Walmart,2023-09-12 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,72,216,15552,Online
A008,Foot Locker,2023-09-12 00:00:00,Midwest,Nebraska,Omaha,Women's Apparel,44,69,3036,Online
C001,Foot Locker,2023-09-13 00:00:00,Southeast,Florida,Miami,Women's Athletic Footwear,36,175,6300,Online
N008,Sports Direct,2023-09-14 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,43,120,5160,Online
N003,West Gear,2023-09-14 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,7,111,777,Outlet
H001,West Gear,2023-09-14 00:00:00,Northeast,West Virginia,Charleston,Women's Street Footwear,20,250,5000,In-store
N012,West Gear,2023-09-15 00:00:00,West,Colorado,Denver,Women's Athletic Footwear,50,300,15000,In-store
S007,Sports Direct,2023-09-15 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,119,4046,Online
M004,Amazon,2023-09-16 00:00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,175,10500,In-store
A013,West Gear,2023-09-17 00:00:00,West,Colorado,Denver,Women's Athletic Footwear,55,300,16500,In-store
A008,Foot Locker,2023-09-17 00:00:00,South,Louisiana,New Orleans,Women's Street Footwear,28,128,3584,Outlet
S007,West Gear,2023-09-18 00:00:00,West,Colorado,Denver,Men's Athletic Footwear,60,105,6300,Online
G001,Amazon,2023-09-19 00:00:00,West,Alaska,Anchorage,Men's Apparel,75,150,11250,Outlet
J001,Kohl's,2023-09-19 00:00:00,West,California,Los Angeles,Men's Street Footwear,45,800,36000,Outlet
R005,Foot Locker,2023-09-19 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,71,180,12780,Online
K007,Foot Locker,2023-09-19 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,1500,In-store
D004,West Gear,2023-09-19 00:00:00,South,Louisiana,New Orleans,Women's Apparel,35,475,16625,Online
R004,West Gear,2023-09-19 00:00:00,West,Utah,Salt Lake City,Women's Apparel,45,500,22500,In-store
M009,Sports Direct,2023-09-20 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,40,470,18800,In-store
D001,West Gear,2023-09-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,58,870,Outlet
M001,West Gear,2023-09-20 00:00:00,West,Utah,Salt Lake City,Men's Street Footwear,20,194,3880,Outlet
P006,Foot Locker,2023-09-21 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,33,162,5346,Outlet
R010,Sports Direct,2023-09-21 00:00:00,West,Idaho,Boise,Women's Apparel,51,194,9894,Outlet
P003,Foot Locker,2023-09-21 00:00:00,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,0,0,Outlet
S010,Foot Locker,2023-09-22 00:00:00,West,Arizona,Phoenix,Men's Apparel,55,425,23375,Online
A001,Amazon,2023-09-22 00:00:00,Midwest,Ohio,Columbus,Women's Street Footwear,25,475,11875,Online
N003,Amazon,2023-09-22 00:00:00,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,550,24750,Online
A006,Foot Locker,2023-09-23 00:00:00,Midwest,Nebraska,Omaha,Women's Apparel,49,85,4165,Online
K002,Walmart,2023-09-23 00:00:00,South,Texas,Houston,Women's Apparel,40,800,32000,Outlet
N011,Amazon,2023-09-23 00:00:00,Northeast,Vermont,Burlington,Men's Street Footwear,65,475,30875,In-store
K005,Foot Locker,2023-09-24 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,48,49,2352,Online
A003,Kohl's,2023-09-24 00:00:00,Midwest,Montana,Billings,Men's Athletic Footwear,55,625,34375,Outlet
G001,Foot Locker,2023-09-24 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70,475,33250,Outlet
A005,Foot Locker,2023-09-25 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37,39,1443,Online
N002,Sports Direct,2023-09-26 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,7,224,1568,Outlet
M008,Kohl's,2023-09-26 00:00:00,Midwest,Montana,Billings,Women's Athletic Footwear,45,425,19125,Outlet
V001,Kohl's,2023-09-26 00:00:00,Northeast,New Jersey,Newark,Men's Apparel,50,225,11250,In-store
M009,West Gear,2023-09-26 00:00:00,West,Oregon,Portland,Women's Street Footwear,55,350,19250,In-store
V002,Foot Locker,2023-09-26 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,90,800,72000,In-store
A010,Foot Locker,2023-09-27 00:00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,49,48,2352,Online
D001,Walmart,2023-09-27 00:00:00,South,Mississippi,Jackson,Men's Street Footwear,40,232,9280,Outlet
K007,West Gear,2023-09-27 00:00:00,Northeast,New York,Albany,Men's Athletic Footwear,50,650,32500,In-store
S002,Amazon,2023-09-27 00:00:00,Northeast,Vermont,Burlington,Women's Street Footwear,39,90,3510,Online
P012,Walmart,2023-09-28 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,20,645,12900,Online
P010,Foot Locker,2023-09-28 00:00:00,Northeast,Delaware,Wilmington,Men's Street Footwear,55,675,37125,In-store
R009,Foot Locker,2023-09-28 00:00:00,Northeast,New Hampshire,Manchester,Women's Street Footwear,45,275,12375,Outlet
T003,Sports Direct,2023-09-29 00:00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,50,500,25000,In-store
C001,West Gear,2023-09-29 00:00:00,West,Utah,Salt Lake City,Women's Apparel,18,149,2682,Outlet
Y001,Kohl's,2023-09-30 00:00:00,West,Wyoming,Cheyenne,Women's Apparel,55,600,33000,In-store
K001,West Gear,2023-10-01 00:00:00,Southeast,Florida,Miami,Men's Athletic Footwear,55,775,42625,In-store
P003,Kohl's,2023-10-01 00:00:00,West,Wyoming,Cheyenne,Women's Apparel,52,174,9048,Online
S002,Walmart,2023-10-02 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,83,261,21663,Online
D001,Foot Locker,2023-10-02 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,38,77,2926,Online
R006,Foot Locker,2023-10-03 00:00:00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,175,11375,Outlet
K004,Kohl's,2023-10-03 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,39,149,5811,Outlet
N004,Foot Locker,2023-10-03 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,175,6125,Online
T002,Foot Locker,2023-10-03 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,37,70,2590,Outlet
V002,Walmart,2023-10-04 00:00:00,Southeast,Florida,Orlando,Men's Athletic Footwear,65,500,32500,In-store
P012,Sports Direct,2023-10-04 00:00:00,South,Texas,Dallas,Men's Street Footwear,31,225,6975,Outlet
P001,West Gear,2023-10-04 00:00:00,West,Utah,Salt Lake City,Men's Apparel,38,75,2850,Online
P010,Foot Locker,2023-10-05 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,300,13500,Outlet
M010,Sports Direct,2023-10-05 00:00:00,Northeast,Massachusetts,Boston,Women's Apparel,46,98,4508,Outlet
R002,Foot Locker,2023-10-05 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,50,175,8750,In-store
V001,Foot Locker,2023-10-06 00:00:00,West,Arizona,Phoenix,Men's Apparel,59,116,6844,Online
N009,Sports Direct,2023-10-06 00:00:00,Southeast,Georgia,Atlanta,Women's Street Footwear,41,184,7544,Outlet
A002,Amazon,2023-10-06 00:00:00,Northeast,Maine,Portland,Men's Apparel,60,54,3240,Online
S007,Sports Direct,2023-10-06 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,375,13125,In-store
K007,Sports Direct,2023-10-06 00:00:00,South,Tennessee,Knoxville,Women's Apparel,55,725,39875,Outlet
V004,Amazon,2023-10-06 00:00:00,Northeast,Vermont,Burlington,Men's Athletic Footwear,43,56,2408,Online
S005,West Gear,2023-10-06 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,48,46,2208,Online
V003,Kohl's,2023-10-07 00:00:00,West,California,Los Angeles,Women's Street Footwear,38,206,7828,Outlet
K003,Foot Locker,2023-10-07 00:00:00,West,Idaho,Boise,Men's Street Footwear,50,750,37500,Online
N007,West Gear,2023-10-07 00:00:00,West,Nevada,Las Vegas,Women's Apparel,78,145,11310,Online
A010,Foot Locker,2023-10-07 00:00:00,Northeast,New Hampshire,Manchester,Men's Apparel,50,123,6150,Outlet
M009,West Gear,2023-10-07 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,55,475,26125,Online
C001,Sports Direct,2023-10-07 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,36,140,5040,Online
A010,Foot Locker,2023-10-08 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64,98,6272,Online
M010,Foot Locker,2023-10-09 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,34,201,6834,Outlet
R008,West Gear,2023-10-09 00:00:00,West,California,San Francisco,Women's Apparel,72,233,16776,Online
S006,Kohl's,2023-10-10 00:00:00,Northeast,New Jersey,Newark,Women's Apparel,35,275,9625,In-store
M002,West Gear,2023-10-11 00:00:00,West,California,San Francisco,Men's Athletic Footwear,51,233,11883,Outlet
R005,Kohl's,2023-10-11 00:00:00,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,15000,In-store
P008,Foot Locker,2023-10-12 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,50,102,5100,Online
N001,Kohl's,2023-10-12 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,43,123,5289,Online
V004,Walmart,2023-10-12 00:00:00,Southeast,Florida,Orlando,Men's Apparel,74,143,10582,Online
V004,Foot Locker,2023-10-13 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,65,2990,Online
R011,Foot Locker,2023-10-13 00:00:00,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,345,22425,Outlet
A007,Sports Direct,2023-10-13 00:00:00,Northeast,New Jersey,Newark,Women's Apparel,65,375,24375,In-store
N007,Foot Locker,2023-10-13 00:00:00,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,15660,Online
A010,Foot Locker,2023-10-14 00:00:00,Northeast,Maryland,Baltimore,Women's Apparel,65,275,17875,In-store
B001,Foot Locker,2023-10-14 00:00:00,Southeast,South Carolina,Charleston,Men's Apparel,70,725,50750,Online
A010,Foot Locker,2023-10-15 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,39,47,1833,Online
M002,Kohl's,2023-10-15 00:00:00,Midwest,Montana,Billings,Women's Street Footwear,45,550,24750,Outlet
I002,Sports Direct,2023-10-15 00:00:00,Midwest,Nebraska,Omaha,Men's Street Footwear,19,203,3857,Online
S002,West Gear,2023-10-15 00:00:00,Northeast,New York,Albany,Men's Street Footwear,55,850,46750,In-store
N009,Foot Locker,2023-10-15 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,8,160,Outlet
K006,Walmart,2023-10-16 00:00:00,Southeast,Florida,Orlando,Women's Street Footwear,70,400,28000,Outlet
N001,Sports Direct,2023-10-16 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,22,51,1122,Outlet
A013,Kohl's,2023-10-17 00:00:00,Midwest,Montana,Billings,Women's Street Footwear,44,120,5280,Online
H001,West Gear,2023-10-17 00:00:00,West,Washington,Seattle,Men's Apparel,69,94,6486,Online
K006,West Gear,2023-10-18 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,45,350,15750,In-store
T003,Sports Direct,2023-10-18 00:00:00,Northeast,New Jersey,Newark,Women's Street Footwear,50,325,16250,In-store
T002,West Gear,2023-10-18 00:00:00,West,Oregon,Portland,Men's Street Footwear,39,155,6045,Outlet
M002,Amazon,2023-10-19 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,68,113,7684,Online
N005,Foot Locker,2023-10-19 00:00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,41,81,3321,Online
K007,West Gear,2023-10-19 00:00:00,Southeast,Florida,Orlando,Women's Street Footwear,33,174,5742,Online
P013,West Gear,2023-10-19 00:00:00,West,Idaho,Boise,Men's Street Footwear,20,700,14000,Online
P004,Walmart,2023-10-19 00:00:00,South,Mississippi,Jackson,Men's Street Footwear,60,825,49500,Online
V004,Sports Direct,2023-10-20 00:00:00,South,Tennessee,Knoxville,Men's Street Footwear,50,675,33750,Outlet
M010,Amazon,2023-10-21 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,59,46,2714,Online
R002,Walmart,2023-10-21 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,35,300,10500,Online
Y002,Amazon,2023-10-21 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,52,55,2860,Online
S004,Foot Locker,2023-10-21 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,88,2992,Online
A012,West Gear,2023-10-21 00:00:00,West,Nevada,Las Vegas,Women's Athletic Footwear,60,450,27000,In-store
H001,Sports Direct,2023-10-21 00:00:00,South,Texas,Dallas,Men's Street Footwear,50,800,40000,Outlet
S010,Foot Locker,2023-10-22 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,20,124,2480,Online
M002,West Gear,2023-10-22 00:00:00,Northeast,New York,Albany,Women's Street Footwear,50,545,27250,In-store
T001,Foot Locker,2023-10-23 00:00:00,Midwest,Illinois,Chicago,Women's Apparel,50,94,4700,Online
R001,West Gear,2023-10-23 00:00:00,West,Washington,Seattle,Women's Athletic Footwear,78,137,10686,Online
R006,Foot Locker,2023-10-24 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Apparel,56,27,1512,Online
S009,Amazon,2023-10-24 00:00:00,Northeast,Vermont,Burlington,Women's Apparel,75,375,28125,In-store
I001,Sports Direct,2023-10-25 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,29,68,1972,Online
M011,Foot Locker,2023-10-25 00:00:00,Northeast,New York,New York,Men's Street Footwear,44,434,19096,Outlet
N009,Kohl's,2023-10-25 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16,105,1680,Outlet
I001,Sports Direct,2023-10-25 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,50,200,10000,Online
C001,Foot Locker,2023-10-26 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,52,116,6032,Outlet
S009,Foot Locker,2023-10-26 00:00:00,West,Idaho,Boise,Men's Apparel,45,225,10125,Online
P001,Amazon,2023-10-26 00:00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,36,27,972,Online
K007,Sports Direct,2023-10-26 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,41,77,3157,Online
M009,Foot Locker,2023-10-26 00:00:00,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,144,3888,Online
P005,Sports Direct,2023-10-27 00:00:00,South,Alabama,Birmingham,Women's Apparel,14,165,2310,Outlet
V004,Kohl's,2023-10-27 00:00:00,Northeast,Delaware,Wilmington,Women's Apparel,33,69,2277,Online
N002,Kohl's,2023-10-27 00:00:00,Midwest,Montana,Billings,Women's Apparel,60,400,24000,Outlet
P007,Foot Locker,2023-10-27 00:00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,75,625,46875,Outlet
P005,Sports Direct,2023-10-28 00:00:00,Southeast,Georgia,Atlanta,Men's Apparel,55,150,8250,Online
R002,Sports Direct,2023-10-28 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,60,575,34500,In-store
M003,Kohl's,2023-10-29 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,45,625,28125,Outlet
R004,Sports Direct,2023-10-29 00:00:00,West,Idaho,Boise,Women's Street Footwear,45,525,23625,Online
V004,Foot Locker,2023-10-29 00:00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,325,21125,Outlet
N003,Amazon,2023-10-29 00:00:00,Midwest,Ohio,Columbus,Women's Apparel,40,525,21000,Online
M002,West Gear,2023-10-29 00:00:00,West,Oregon,Portland,Men's Apparel,70,425,29750,In-store
P007,Amazon,2023-10-29 00:00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,38,1368,Online
M007,Foot Locker,2023-10-31 00:00:00,West,Arizona,Phoenix,Women's Apparel,67,123,8241,Online
D002,Sports Direct,2023-10-31 00:00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,400,22000,Online
A006,Walmart,2023-10-31 00:00:00,Northeast,New York,New York,Men's Apparel,51,289,14739,Outlet
R006,Sports Direct,2023-11-01 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,44,105,4620,Outlet
S004,Amazon,2023-11-01 00:00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,Outlet
T002,West Gear,2023-11-01 00:00:00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37,119,4403,Online
S006,Amazon,2023-11-02 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,12375,Outlet
G001,Kohl's,2023-11-02 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,37,272,10064,Outlet
M003,Walmart,2023-11-03 00:00:00,West,Hawaii,Honolulu,Women's Apparel,75,350,26250,Outlet
R004,Amazon,2023-11-04 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,23,83,1909,Outlet
M010,Foot Locker,2023-11-04 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,60,150,9000,Outlet
D002,Amazon,2023-11-04 00:00:00,Northeast,Maine,Portland,Women's Apparel,56,72,4032,Online
R005,Kohl's,2023-11-04 00:00:00,Midwest,Montana,Billings,Men's Apparel,45,200,9000,Outlet
A003,West Gear,2023-11-04 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,39,624,Outlet
V002,Foot Locker,2023-11-04 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,48,80,3840,Online
D004,West Gear,2023-11-05 00:00:00,Midwest,Indiana,Indianapolis,Women's Street Footwear,27,50,1350,Online
D001,Foot Locker,2023-11-06 00:00:00,Southeast,Florida,Miami,Men's Apparel,53,182,9646,Online
P010,Sports Direct,2023-11-06 00:00:00,West,Hawaii,Honolulu,Men's Apparel,84,128,10752,Online
R004,Amazon,2023-11-06 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,47,168,7896,Online
K002,West Gear,2023-11-06 00:00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,33,101,3333,Outlet
P011,Walmart,2023-11-06 00:00:00,Northeast,New York,New York,Women's Apparel,70,1000,70000,Outlet
P002,Amazon,2023-11-06 00:00:00,Northeast,Vermont,Burlington,Women's Apparel,36,90,3240,Outlet
S001,Foot Locker,2023-11-07 00:00:00,Northeast,New York,New York,Men's Street Footwear,34,384,13056,Outlet
R010,West Gear,2023-11-07 00:00:00,West,Oregon,Portland,Women's Apparel,49,90,4410,Outlet
A010,Sports Direct,2023-11-08 00:00:00,South,Mississippi,Jackson,Men's Athletic Footwear,44,201,8844,Outlet
R002,Sports Direct,2023-11-08 00:00:00,Midwest,South Dakota,Sioux Falls,Men's Apparel,60,200,12000,Online
S005,Sports Direct,2023-11-09 00:00:00,West,Idaho,Boise,Men's Apparel,52,133,6916,Online
M010,Kohl's,2023-11-09 00:00:00,West,New Mexico,Albuquerque,Women's Street Footwear,34,120,4080,Outlet
D001,Kohl's,2023-11-09 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,69,81,5589,Online
T003,Foot Locker,2023-11-09 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,40,54,2160,Outlet
R007,West Gear,2023-11-09 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300,13500,In-store
K002,Sports Direct,2023-11-10 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,27,34,918,Outlet
R003,Kohl's,2023-11-11 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,44,106,4664,Online
A011,Amazon,2023-11-12 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,65,320,20800,Outlet
D001,Foot Locker,2023-11-12 00:00:00,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,46,1518,Online
T002,Foot Locker,2023-11-12 00:00:00,Northeast,New Hampshire,Manchester,Men's Apparel,59,96,5664,Outlet
A006,West Gear,2023-11-12 00:00:00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34,49,1666,Online
Y002,Amazon,2023-11-13 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,56,106,5936,Online
S004,West Gear,2023-11-13 00:00:00,South,Louisiana,New Orleans,Women's Apparel,63,90,5670,Online
S002,West Gear,2023-11-14 00:00:00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,24,41,984,Online
A009,West Gear,2023-11-14 00:00:00,West,Nevada,Las Vegas,Women's Athletic Footwear,40,275,11000,In-store
K001,Amazon,2023-11-14 00:00:00,Northeast,New Hampshire,Manchester,Women's Apparel,36,99,3564,Outlet
M005,West Gear,2023-11-15 00:00:00,West,Idaho,Boise,Men's Apparel,40,250,10000,Online
R006,Amazon,2023-11-15 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,40,525,21000,Online
A004,Foot Locker,2023-11-15 00:00:00,Northeast,New York,New York,Men's Apparel,46,278,12788,Outlet
D001,West Gear,2023-11-16 00:00:00,West,Nevada,Las Vegas,Men's Apparel,37,70,2590,Outlet
A010,West Gear,2023-11-16 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,200,5000,In-store
N004,Foot Locker,2023-11-17 00:00:00,Northeast,New York,New York,Men's Athletic Footwear,47,234,10998,Online
N011,West Gear,2023-11-18 00:00:00,West,Nevada,Las Vegas,Women's Street Footwear,60,152,9120,Online
N004,Kohl's,2023-11-18 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,350,8750,Online
M002,West Gear,2023-11-18 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,24,85,2040,Outlet
S008,West Gear,2023-11-20 00:00:00,Southeast,Florida,Orlando,Women's Apparel,45,650,29250,In-store
D002,Foot Locker,2023-11-20 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,20,375,7500,In-store
R004,Foot Locker,2023-11-20 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,30,350,10500,In-store
